,song,artist,uri,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
3461,FourFiveSeconds,Rihanna,spotify:track:78TTtXnFQPzwqlbtbwqN0y,0.487,0.876,-3.152,0.0946,0.011,0.0,0.401,0.725,164.997,0
3462,Jar of Hearts,Christina Perri,spotify:track:0HZhYMZOcUzZKSFwPOti6m,0.583,0.968,-2.909,0.0368,0.00141,0.0115,0.13,0.91,119.999,3
3463,Faithfully,Journey,spotify:track:6HzZhqXNyfJxuvQ9zfCc1U,0.554,0.806,-3.463,0.046,0.00177,0.0,0.165,0.646,144.923,3
3464,Don't Stop Believin',Journey,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,0.498,0.59,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,2
3465,Tokyo,Owl City,spotify:track:3nIvQmCa4VqCzKjMH16P8b,0.353,0.82,-5.303,0.041,0.215,0.0454,0.157,0.474,158.024,0
3466,courage - SAO II OP 2,Jonathan Parecki,spotify:track:1FR8zbHKTquC2vV90D1z4s,0.626,0.703,-5.247,0.0306,0.0275,1.66e-06,0.0903,0.522,92.054,1
3467,I Never Told You,Colbie Caillat,spotify:track:2rJWnAqSuLMls0KOv416Io,0.524,0.518,-9.427,0.0286,0.905,0.298,0.121,0.133,117.059,2
3468,Here's to Never Growing Up,Avril Lavigne,spotify:track:1rdreHH1v6kyrx2mFQvLR4,0.616,0.83,-4.757,0.034,0.0151,7.44e-06,0.102,0.732,115.01,3
3469,Believer,American Authors,spotify:track:64ybTt8CKxPdeXBNnu08Op,0.588,0.577,-5.464,0.0291,0.13,0.0,0.174,0.486,141.976,1
3470,Luck,American Authors,spotify:track:4gHD93RNqEhEh2NkYzl3x6,0.564,0.731,-6.882,0.0362,0.81,1.63e-06,0.37,0.862,151.779,2
3471,Talking to the Moon,Bruno Mars,spotify:track:161DnLWsx1i3u1JT05lzqU,0.599,0.416,-6.794,0.0258,0.773,0.0,0.22,0.424,133.912,2
3472,Syndicate,The Fray,spotify:track:7trg1faBmQrr7zxr4U7SOr,0.494,0.842,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,0
3473,Sight of the Sun - Single Version,fun.,spotify:track:4orHVYvdG5v4G4bmp2Lwdg,0.538,0.757,-5.116,0.0797,0.0003,0.0,0.402,0.167,98.897,1
3474,Au Revoir,OneRepublic,spotify:track:1p50TN8eyDm3mJHZVgcTxm,0.562,0.878,-4.806,0.0387,0.0539,0.0,0.112,0.558,103.029,1
3475,Angel in Blue Jeans,Train,spotify:track:2OpY5KKUvkYAkiY8FEG1Wi,0.795,0.75,-3.604,0.0526,0.177,0.0,0.0875,0.762,115.005,3
3476,Without You,Joseph Vincent,spotify:track:3iLO0mxj6Lyjj3YkEc737Z,0.513,0.829,-3.639,0.0948,0.00612,0.00084,0.326,0.417,128.067,0
3477,The Giving Tree,Plain White T's,spotify:track:55UeGN3ii8yOooefZa8jo8,0.461,0.89,-5.167,0.0628,0.00348,0.0,0.0953,0.597,155.05,0
3478,When We Say (Acoustic) [feat. Andrew De Torres],AJ Rafael,spotify:track:4o8wcokDJO3loP67oVnSjf,0.461,0.159,-11.43,0.0325,0.889,0.0,0.092,0.267,143.295,2
3479,"Sugar, We're Goin Down",Fall Out Boy,spotify:track:2TfSHkHiFO4gRztVIkggkE,0.575,0.75,-3.798,0.0438,0.299,0.0,0.268,0.609,128.091,3
3480,This Summer,Maroon 5,spotify:track:7vB4xno3rcRtpKzv4cL0SG,0.734,0.809,-7.264,0.0839,0.0266,0.0,0.0642,0.254,116.022,1
3481,I Want Crazy - Encore,Hunter Hayes,spotify:track:2tC3NZsLgXr9CXvOKon19c,0.639,0.707,-5.062,0.0739,0.0881,0.0,0.176,0.352,87.944,1
3482,"Dancing In The Dark - From The ""Home"" Soundtrack",Various Artists,spotify:track:3nlVjrlLMJHC7Flf9impf9,0.513,0.689,-3.548,0.0359,0.172,0.0,0.248,0.41,128.097,1
3483,Supernatural,Kesha,spotify:track:43JJRokAE3kSamXetx52xB,0.558,0.764,-3.777,0.035,0.0106,0.904,0.111,0.186,173.002,5
3484,Thnks fr th Mmrs,Fall Out Boy,spotify:track:0bD5aCBb46dEtEVkv9hd1m,0.601,0.537,-9.464,0.0296,0.743,0.732,0.143,0.394,144.994,2
3485,Weak,Daphne Khoo,spotify:track:2QEOnmGOeq6VP38DK6IPL4,0.573,0.746,-4.921,0.0286,0.171,0.000187,0.276,0.271,130.004,1
3486,Waiting For Love,Avicii,spotify:track:00GfiT5AxTNSDQihPeMRkM,0.572,0.919,-2.085,0.107,0.126,0.0,0.147,0.562,82.037,1
3487,Papaoutai,Stromae,spotify:track:1QFw2xxyQtgKjlrMCEqsNj,0.73,0.728,-3.113,0.0291,0.197,0.0,0.197,0.68,130.061,3
3488,Fight Song,Rachel Platten,spotify:track:6bRbeEgg8v8BQ0HuVuPE7v,0.383,0.616,-7.118,0.0515,0.314,7.21e-06,0.11,0.48,147.625,0
3489,Our Story - Radio Edit,Mako,spotify:track:4nP6jRqPZjFGDfBZpwxwh2,0.516,0.72,-6.253,0.0377,0.00801,0.0,0.109,0.376,81.981,1
3490,500 Days Of Summer,Netsky,spotify:track:0BoPa6hdX2isCryTMUjnIF,0.646,0.304,-7.958,0.0378,0.698,0.0,0.103,0.444,83.001,2
3491,"Welcome Home, Son",Radical Face,spotify:track:13PUJCvdTSCT1dn70tlGdm,0.566,0.797,-5.05,0.0475,0.0406,0.0,0.254,0.478,144.878,0
3492,I Am,AWOLNATION,spotify:track:31CgjKFR1pzFO5Im365rXB,0.746,0.873,-3.803,0.128,0.0244,0.0,0.354,0.817,148.075,3
3493,Rule the World,Walk Off the Earth,spotify:track:2s7b0tzMcYpgoFMSR041E4,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065,0.69,145.889,3
3494,Solo,Iyaz,spotify:track:3fV2ZnSsxgvXUHshkGCBdR,0.777,0.564,-6.967,0.0315,0.683,0.000252,0.0696,0.465,117.973,2
3495,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,spotify:track:4rkUEE5iTzG0szS8k8QzqR,0.499,0.765,-4.148,0.0521,0.113,0.0,0.0509,0.665,83.916,1
3496,Stuck On Stupid,Chris Brown,spotify:track:66R0vH1URSJ9XEO9fMyJ9q,0.742,0.706,-4.6,0.0433,0.0141,0.00568,0.133,0.478,128.03,3
3497,We Ride,North of Nine,spotify:track:3zR2KCH8s5bePefkVGTxcQ,0.459,0.83,-6.254,0.0364,5.15e-05,0.00014,0.206,0.431,155.827,0
3498,Hurricane,Parachute,spotify:track:24VXyepFBQVZYa4q24cqVw,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,3
3499,Trap Queen,Fetty Wap,spotify:track:3twQx3psUMJKj4wna5d1zU,0.574,0.762,-5.931,0.0821,0.0399,4.03e-06,0.223,0.493,90.011,1
3500,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,spotify:track:26rdOwwjC2UnweK3xeS58u,0.736,0.823,-4.231,0.0675,0.00358,0.000914,0.33,0.442,124.954,3
3501,Ain't Nobody (Loves Me Better),Felix Jaehn,spotify:track:3vbqb78xzvD3CJl7ZeW83c,0.69,0.786,-2.959,0.0692,0.229,0.0,0.0797,0.583,100.049,3
3502,Mississippi Girl,Faith Hill,spotify:track:79YeQbd1p7MsuT7wHQLRYY,0.514,0.951,-3.813,0.0603,0.0951,0.0,0.349,0.838,171.96,0
3503,Crazy Kids,Kesha,spotify:track:2Qu4snHWjiF1bIIggf3R8i,0.746,0.754,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882,3
3504,Higher,Creed,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,0.639,0.864,-4.658,0.0437,0.0477,0.0,0.0643,0.929,132.022,3
3505,Pumped Up Kicks,Foster The People,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,0.571,0.872,-4.206,0.0374,0.0085,0.0,0.0918,0.361,124.009,1
3506,Messengers,Lecrae,spotify:track:0AjAZHENBL385g7UhiStxb,0.506,0.886,-3.225,0.0655,0.0916,0.0,0.0734,0.595,143.935,0
3507,In The Dark,DEV,spotify:track:1pbHy9VBpSyZh56xuujZz0,0.495,0.894,-4.814,0.0441,0.00453,0.000596,0.103,0.213,126.03,1
3508,What's My Name?,Rihanna,spotify:track:5xZtUAVUVfjBtVtMOgMkyy,0.705,0.758,-5.482,0.0506,0.142,0.0,0.109,0.569,107.965,3
3509,Leave The Night On,Sam Hunt,spotify:track:3wx2kQWPn9p5UppQbNhPAk,0.733,0.408,-7.834,0.0388,0.679,3.92e-05,0.11,0.291,94.947,2
3510,Stitches,Shawn Mendes,spotify:track:3zkWCteF82vJwv0hRLba76,0.538,0.926,-2.553,0.0433,4.41e-05,0.0,0.0876,0.636,124.993,3
3511,Uh Oh,Junior Doctor,spotify:track:4OPCYJakyUV0h6xVFFZiVD,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,3
3512,Go The Distance,Various Artists,spotify:track:6n7nes6ehKusBtuszOMBj0,0.466,0.587,-8.292,0.173,0.32,0.00244,0.125,0.204,90.107,1
3513,Play It Again,Luke Bryan,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093,0
3514,Love Me Again,John Newman,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,0
3515,Can't Feel My Face,The Weeknd,spotify:track:6FXNfYIY6iEeCKuIeSYWgg,0.675,0.879,-5.642,0.0359,0.00195,0.0,0.11,0.886,118.021,3
3516,Slow Motion,Trey Songz,spotify:track:4NYwy0R3NdvORX2B6OZXBT,0.646,0.431,-8.517,0.0262,0.637,6.99e-06,0.113,0.292,90.034,2
3517,Infinity,Against The Current,spotify:track:4TJm8X1IrngREA84YHPz5G,0.701,0.718,-5.305,0.0363,0.235,7.15e-05,0.102,0.619,104.998,3
3518,Treasure,Bruno Mars,spotify:track:55h7vJchibLdUkxdlX3fK7,0.556,0.818,-6.698,0.0363,0.331,6.92e-06,0.498,0.403,143.988,4
3519,Treasure,Tori Kelly,spotify:track:5rOedrAmTm10P624TWXK9K,0.569,0.791,-5.351,0.0862,0.0191,0.0,0.123,0.366,135.107,1
3520,You Know You Like It,DJ Snake,spotify:track:57kR5SniQIbsbVoIjjOUDa,0.422,0.321,-8.952,0.0294,0.76,2.33e-06,0.429,0.28,78.533,2
3521,Where Are Ü Now (with Justin Bieber),Jack Ü,spotify:track:66hayvUbTotekKU3H4ta1f,0.57,0.657,-6.987,0.0356,0.405,1.86e-06,0.0723,0.41,144.247,2
3522,She's Kinda Hot,5 Seconds of Summer,spotify:track:56nMXANwYgYPBqGX9uEH2M,0.6,0.887,-2.52,0.063,0.0232,4.62e-05,0.148,0.526,128.088,3
3523,Bright,Echosmith,spotify:track:3WKg25vrbjJlkhsgl2W4p3,0.638,0.74,-4.928,0.058,0.0214,1.28e-06,0.142,0.454,128.056,1
3524,Bright - Lost Kings Remix,Echosmith,spotify:track:1l7n3I8SoPR4OyLnTm1uqK,0.691,0.85,-2.965,0.058,0.016,0.00452,0.0646,0.346,128.018,1
3525,Lift Your Head Weary Sinner (Chains),Crowder,spotify:track:4iddUbzyhbLEqhsVcZmc7u,0.597,0.882,-6.958,0.0623,0.00479,0.00141,0.0881,0.452,137.977,0
3526,Laura Palmer,Bastille,spotify:track:6pkIwFDnWnGpqVLwP8stDN,0.508,0.573,-7.108,0.0399,0.000148,0.919,0.159,0.0566,128.1,5
3527,Oblivion,Bastille,spotify:track:3IvSKBO9Fu4yEWRPXvfrLU,0.688,0.964,-2.095,0.152,0.00673,0.000116,0.339,0.789,128.021,3
3528,Flaws,Bastille,spotify:track:14qPtxNN9MBdqKpP6l5q6G,0.508,0.677,-5.696,0.0656,0.328,0.0,0.0491,0.575,121.928,1
3529,Circles,Audien,spotify:track:3yM0SFHZEkQ56nVEWYQGee,0.68,0.693,-7.234,0.0435,0.445,0.0,0.208,0.851,114.948,3
3530,Leaving You,Audien,spotify:track:22qUyTlEvJf6DAlyQjMADe,0.593,0.816,-6.461,0.0421,0.0048,0.00121,0.0939,0.378,115.029,1
3531,Circles - Original Mix,Audien,spotify:track:47hDIt4YJZ0v01TgKsaXaE,0.655,0.859,-5.243,0.107,0.0742,0.0,0.513,0.681,79.006,4
3532,Come Together,Echosmith,spotify:track:50pJjHSDBz8DnHYAmHzqQ6,0.504,0.937,-3.245,0.0893,0.0916,0.0,0.139,0.383,161.987,0
3533,Paradise,Tiësto,spotify:track:3Gaj5GBeZ8aynvtPkxrr9A,0.413,0.818,-4.792,0.0713,0.0747,1.57e-06,0.357,0.247,165.961,0
3534,Slave to the Rhythm - Audien Remix Radio Edit,Michael Jackson,spotify:track:25L1bJsa5pc1q7U9gB40UC,0.652,0.934,-3.709,0.0655,0.0709,1.84e-06,0.0545,0.712,144.972,3
3535,Locked Away (feat. Adam Levine),R. City,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.645,0.725,-5.285,0.0367,0.0976,0.0,0.394,0.472,91.001,1
3536,House of Gold,Twenty One Pilots,spotify:track:36tghkPg1AO4HsAzo6YpPp,0.623,0.962,-2.616,0.0895,0.103,0.000174,0.264,0.676,149.963,3
3537,Multiplied,NEEDTOBREATHE,spotify:track:4zgO1SgXOeFmr6Hno9DLs4,0.699,0.883,-3.226,0.219,0.0288,0.0,0.817,0.499,127.961,4
3538,Young Homie,Chris Rene,spotify:track:4Egz8FuIzDPkhXkWb9L1Ia,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,3
3539,All Again For You,We The Kings,spotify:track:27WrwVQZMyXuddt2jYSC20,0.515,0.719,-8.227,0.0286,0.0449,0.0,0.106,0.514,84.009,1
3540,Vultures,Labrinth,spotify:track:0MayASWG2OmC1QQJChcctx,0.526,0.81,-2.299,0.0337,0.0597,2.11e-05,0.303,0.519,126.003,1
3541,Better Off,Arden Cho,spotify:track:51UuZQNBmgsbbuTIPoJ6EZ,0.722,0.697,-7.083,0.0404,0.239,0.0,0.062,0.487,120.132,3
3542,Wait On Me,Rixton,spotify:track:6CLx4X6ovfxFwcBbr5vv59,0.939,0.742,-5.171,0.0467,0.321,0.0,0.107,0.924,118.978,3
3543,Uma Thurman,Fall Out Boy,spotify:track:5PUawWFG1oIS2NwEcyHaCr,0.706,0.572,-5.799,0.0326,0.0262,0.0,0.585,0.574,139.982,4
3544,Five More Hours,Deorro,spotify:track:6YwLgicpvVuMt1eE2OldwQ,0.894,0.791,-4.699,0.112,0.0183,0.0,0.0388,0.583,105.018,3
3545,Basket Case,Green Day,spotify:track:6L89mwZXSOwYl76YXfX13s,0.523,0.861,-3.447,0.0644,0.0336,0.0,0.144,0.346,127.049,1
3546,It Is What It Is,Lifehouse,spotify:track:7Iv3yOu5ZqtXi5hxSMNi42,0.483,0.792,-3.151,0.0319,0.000514,0.000218,0.404,0.413,98.024,1
3547,Scars,Alesso,spotify:track:6wZYxok5OMWAZh8r91vFEL,0.634,0.833,-5.905,0.0709,0.0114,0.0,0.138,0.367,87.981,1
3548,John Doe (feat. Priscilla),B.o.B,spotify:track:0NIIKjRSjFVfjkgcgWlgQu,0.57,0.892,-3.961,0.0888,0.0237,3.42e-05,0.119,0.359,124.927,1
3549,Smack That,Akon,spotify:track:2kQuhkFX7uSVepCD3h29g5,0.423,0.94,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934,0
3550,She Knows,Ne-Yo,spotify:track:7seTcUFOhn5caSDbiSfsp0,0.579,0.928,-4.344,0.0411,0.000715,0.0,0.18,0.882,95.594,3
3551,Yeah! (feat. Lil Jon & Ludacris),Usher,spotify:track:5rb9QrpfcKFHM1EUbSIurX,0.587,0.823,-4.041,0.287,0.332,0.0,0.362,0.565,170.228,6
3552,Ten Feet Tall,Afrojack,spotify:track:6HUeSTt2RaKYIiJrnjzaCd,0.458,0.849,-4.244,0.0404,0.00341,1.2e-06,0.161,0.389,89.916,1
3553,Parachute,James Durbin,spotify:track:4dy1iO6lZMqNmh5W6hhjEs,0.623,0.895,-3.2,0.0376,0.161,0.0,0.329,0.814,104.979,3
3554,Where You Are,Jay Sean,spotify:track:053ErGCGPpBtr5T9E32wDC,0.494,0.782,-4.643,0.0264,0.0349,0.0,0.156,0.778,158.046,3
3555,FeelGood (Pierce Fulton Radio Edit) [feat. Pierce Fulton],GOLDHOUSE,spotify:track:6bVvhftkW0Jweh6gijftPm,0.526,0.328,-9.864,0.0461,0.694,0.0,0.112,0.11,116.068,2
3556,The Great Escape,Boys Like Girls,spotify:track:6GIrIt2M39wEGwjCQjGChX,0.657,0.616,-5.026,0.0308,0.0624,0.0,0.108,0.166,113.968,1
3557,First Date,blink-182,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,0.393,0.757,-4.429,0.0457,0.0941,0.0,0.187,0.597,86.41,1
3558,Take Me There (feat. Jimmy Needham),Trip Lee,spotify:track:7pt77QVzR2c3KTxOLMWEvj,0.823,0.563,-5.095,0.0443,0.0399,0.0,0.0851,0.682,98.031,3
3559,Unbreakable,Fireflight,spotify:track:4MtCcsYunDSwcM9OClnlkh,0.872,0.464,-8.103,0.168,0.252,0.0,0.0895,0.458,113.003,3
3560,You'll Never Be Alone,Capital Kings,spotify:track:4TJk5lWlN2WZ15mTf2g2Uj,0.521,0.716,-4.838,0.0373,0.00543,0.0,0.0895,0.389,105.034,1
3561,Only A Mountain,Jason Castro,spotify:track:4xPJjeG6Bu4J26Nbu1xzeg,0.569,0.579,-5.008,0.03,0.139,0.0,0.103,0.24,146.055,1
3562,Give Me Love,Ed Sheeran,spotify:track:0SuG9kyzGRpDqrCWtgD6Lq,0.609,0.778,-3.697,0.0336,0.0809,0.0,0.154,0.453,132.989,1
3563,Life Of The Party,Shawn Mendes,spotify:track:64XaqRfp8sxAWM5qd6t7jG,0.539,0.734,-4.598,0.029,0.0242,0.0,0.424,0.302,114.949,1
3564,If You See Kay,The Script,spotify:track:2emhoTF3YnGjFFd7cowvMX,0.512,0.675,-7.291,0.0315,0.0203,3.15e-06,0.0761,0.226,89.967,1
3565,Ayo,Chris Brown,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,0.513,0.728,-6.847,0.0347,0.0458,0.0,0.122,0.303,136.173,1
3566,I Don't Mind (feat. Juicy J),Usher,spotify:track:40haq0tCJnn3RBW4kG6xid,0.701,0.754,-4.556,0.0284,0.00537,0.0,0.202,0.619,94.05,3
3567,Infinity,AJR,spotify:track:3i78lP1Y35m6Idgnbw9Fow,0.595,0.552,-8.287,0.0418,0.0106,0.0,0.0732,0.211,128.989,1
3568,3000 Miles,Emblem3,spotify:track:3OqUKwtBIuzdLrCY2hjEW4,0.599,0.586,-5.718,0.051,0.0265,0.0,0.403,0.245,140.637,1
3569,Parallel,Heffron Drive,spotify:track:7kSHfZ00YKfhv5iQF1rSYH,0.734,0.806,-5.002,0.0393,0.0155,2.54e-05,0.289,0.511,150.033,3
3570,Exit Wounds,The Script,spotify:track:0UI1sKoV0GROOrmqxFr0Di,0.728,0.656,-5.34,0.0378,0.151,0.0,0.28,0.287,104.998,1
3571,Some Kind of Beautiful (feat. Lindsey Stirling),Tyler Ward,spotify:track:6EhlfYN0PljyMDS3R5vKQq,0.72,0.835,-5.519,0.0818,0.107,0.0,0.39,0.748,85.02,3
3572,Enough for Now,The Fray,spotify:track:4esR3WJ3pwNYGYmwDaBow0,0.748,0.767,-7.806,0.172,0.0267,0.0,0.334,0.519,133.929,3
3573,Circles,B.o.B,spotify:track:03kA9Yu3y69Vxo5I3HxeNd,0.736,0.719,-3.839,0.0357,0.256,0.0,0.0909,0.656,90.013,3
3574,Just a Sign (feat. Playboy Tre),B.o.B,spotify:track:3eugyVn5IDhOAR0PW19Q98,0.603,0.376,-9.77,0.0288,0.807,0.0,0.108,0.538,139.995,2
3575,Promises,Wiz Khalifa,spotify:track:02vZPoNXeNKxmU5gLj8IPc,0.724,0.438,-6.774,0.0419,0.0962,0.0,0.146,0.588,94.576,3
3576,Ray Bands,B.o.B,spotify:track:1NK5fZvPkVKrbiAbKv1ybz,0.366,0.803,-3.669,0.0647,0.00375,0.366,0.153,0.187,169.997,0
3577,Looks Like Sex,Mike Posner,spotify:track:67ornPeJsD8z78E4isjhzm,0.343,0.801,-3.961,0.0436,0.072,0.0,0.096,0.251,145.546,0
3578,This Plane,Wiz Khalifa,spotify:track:2JWg3a3Kc6X3j7vtFBdI91,0.835,0.669,-5.582,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,3
3579,Let's Go (feat. Big D & Twista),Trick Daddy,spotify:track:1fLibtVj3MrNTwRZq5yUOs,0.503,0.955,-1.533,0.381,0.0265,0.0,0.265,0.818,173.521,6
3580,El Perdón - Forgiveness,Nicky Jam,spotify:track:3tTjEntiaTWvWK3MA8fcZD,0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133,0.542,96.038,3
3581,Try,Colbie Caillat,spotify:track:6buXDkw3Gv4fQC1OZKUhnR,0.794,0.584,-6.39,0.0347,0.057,0.0,0.162,0.606,118.004,3
3582,Can't Sleep Love,Pentatonix,spotify:track:6voO8ZG9WTBG6ALLtzTZB5,0.55,0.779,-3.841,0.211,0.0135,0.0,0.333,0.315,150.069,0
3583,astral blast,nanobii,spotify:track:0VCuHOFs3ujVDTawqtgXef,0.453,0.147,-14.165,0.0439,0.937,0.0,0.103,0.183,86.414,2
3584,I'll Be There For You,Bon Jovi,spotify:track:4RbgFlvnCoO8JmzBCxCTwu,0.662,0.372,-8.775,0.0403,0.419,1.4e-05,0.123,0.179,129.913,2
3585,Don't Stop The Music,Rihanna,spotify:track:0ByMNEPAPpOR5H69DVrTNy,0.552,0.939,-5.035,0.109,0.00309,0.0,0.103,0.423,144.875,0
3586,Empire State Of Mind,JAY-Z,spotify:track:6u8txb92XRmzfURmKEdZcr,0.544,0.897,-6.056,0.0471,0.241,0.0,0.13,0.647,157.17,0
3587,Put Your Records On,Corinne Bailey Rae,spotify:track:2nGFzvICaeEWjIrBrL2RAx,0.617,0.778,-8.871,0.027,0.459,0.925,0.128,0.152,100.363,5
3588,Cheerleader (OMI Cover),Pentatonix,spotify:track:6e7QlJhRsF9Amc3a0RCkCo,0.526,0.862,-6.003,0.0905,0.0144,0.0597,0.229,0.528,90.052,1
3589,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,spotify:track:0RIHDrcRAXtUlnkvTYPW1a,0.327,0.269,-12.912,0.0339,0.825,0.000234,0.108,0.0857,141.514,2
3590,The Men That Drive Me Places,Ben Rector,spotify:track:63Mb8sq6RtZCTD8JypTRJt,0.551,0.696,-6.192,0.0265,0.0392,0.0,0.127,0.354,112.024,1
3591,Paris,Ben Rector,spotify:track:28ovWmry4skHjAgZyYxJ0T,0.569,0.541,-9.225,0.0285,0.315,0.0031,0.197,0.455,112.959,2
3592,Brand New,Ben Rector,spotify:track:0iQDXd6wevmQfowAvvI6qx,0.63,0.791,-4.497,0.0279,0.0131,6.83e-06,0.232,0.491,102.963,1
3593,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,spotify:track:34x6hEJgGAOQvmlMql5Ige,0.452,0.788,-5.712,0.0326,0.00283,0.000116,0.441,0.793,126.739,4
3594,Intro,The xx,spotify:track:0DAsxISzun85PbsqAfIzeC,0.364,0.475,-6.851,0.0296,0.8,0.0,0.0911,0.468,173.546,2
3595,Renegades,X Ambassadors,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.488,0.0819,-15.854,0.0331,0.939,3.13e-06,0.0974,0.193,120.438,2
3596,Without You [feat. Courtney],for KING & COUNTRY,spotify:track:0YnfkqnXwn81vuf6v4ZScC,0.42,0.434,-11.728,0.0297,0.705,3.72e-05,0.0593,0.219,133.766,2
3597,No Surprise,Daughtry,spotify:track:6JnqbWl6N8g4Ikw5uZiJY4,0.607,0.238,-9.407,0.0245,0.802,0.0,0.142,0.326,95.934,2
3598,Wherever You Will Go,The Calling,spotify:track:37qI0mchgzUSeUhPiwUWPY,0.705,0.347,-8.249,0.0301,0.674,0.0,0.12,0.36,80.057,2
3599,The Fire,Kina Grannis,spotify:track:6j7oqmFB8mlCfmakwfQU1A,0.569,0.803,-4.817,0.0388,0.0102,0.0,0.0992,0.272,120.011,1
3600,Bruises (feat. Ashley Monroe),Train,spotify:track:3adeqciqrsp6PQqR0hGDC7,0.51,0.185,-13.651,0.0644,0.925,0.0,0.122,0.418,79.092,2
3601,Carry on Wayward Son,Kansas,spotify:track:2SUpC3UgKwLVOS2FtZif9N,0.629,0.855,-5.593,0.0568,0.108,0.0,0.198,0.963,96.039,3
3602,Demons,Tyler Ward,spotify:track:3IcZnBcXwG0ubZs7aPGxPN,0.664,0.694,-8.275,0.0461,0.28,1.57e-05,0.106,0.448,142.012,3
3603,Running Away,Kina Grannis,spotify:track:0XqfUBKt4wB2VZsGtnN9k6,0.708,0.637,-5.795,0.0833,0.125,0.0,0.129,0.862,104.118,3
3604,My Dear,Kina Grannis,spotify:track:4LvnlktZh4oLxpT7bFI34l,0.73,0.433,-7.05,0.0455,0.0849,0.0,0.169,0.572,94.596,3
3605,Another Day,Kina Grannis,spotify:track:3lWZRNly0HQApqjWeVyaww,0.642,0.827,-4.36,0.0867,0.0355,0.0,0.133,0.692,154.983,3
3606,We Can't Stop (feat. Bea Miller),Boyce Avenue,spotify:track:2PVU8zHILp6jK4Q7W6rkz8,0.75,0.512,-6.628,0.0248,0.0393,0.0,0.108,0.822,106.972,3
3607,One Life,Boyce Avenue,spotify:track:5liIYQsJJOYxobZNktE38n,0.732,0.718,-6.067,0.062,0.00886,0.0,0.105,0.814,144.061,3
3608,Helplessly,Tatiana Manaois,spotify:track:1pvGWSvIXr8PTk8nC4SnXK,0.789,0.446,-8.681,0.0497,0.0541,0.0,0.144,0.798,103.008,3
3609,Odds Are,Barenaked Ladies,spotify:track:2RKmGDTq840oLpKC0WOaCr,0.556,0.436,-8.688,0.0469,0.733,1.04e-06,0.109,0.358,147.954,2
3610,Say Geronimo,A Single Pill,spotify:track:1lg8Zslkel8BxmrYVWn5gl,0.403,0.477,-6.723,0.0384,0.582,0.0,0.314,0.399,141.719,2
3611,Na Na Na,Pentatonix,spotify:track:6v08G3CGcoyiODIWZoOxR4,0.619,0.552,-6.037,0.0323,0.386,0.0,0.404,0.532,94.977,1
3612,Can't Sleep Love,Pentatonix,spotify:track:1klGbW5a9qTBFUjFfddbmU,0.335,0.579,-6.98,0.0632,0.277,0.0,0.0606,0.404,80.317,1
3613,Sing,Pentatonix,spotify:track:4940HtUKC4VDtiC5s4t4MT,0.602,0.148,-12.614,0.0395,0.726,0.0,0.169,0.431,89.811,2
3614,Misbehavin',Pentatonix,spotify:track:6GtFfnl204TH4ztReNW7Hn,0.379,0.614,-7.3,0.057,0.283,0.0,0.0676,0.371,110.015,1
3615,Ref,Pentatonix,spotify:track:6hWHiqL9pFnfgbSAxxnfwm,0.216,0.0672,-16.235,0.0348,0.884,0.0,0.132,0.153,102.328,7
3616,First Things First,Pentatonix,spotify:track:6sIqfpYT76jKQuDvBpzEKw,0.629,0.426,-9.012,0.0391,0.117,0.0,0.14,0.277,134.06,1
3617,Rose Gold,Pentatonix,spotify:track:3sMsk0ZIBHEpLxPkCeoQWq,0.799,0.59,-6.361,0.036,0.0545,0.0,0.164,0.579,118.0,3
3618,If I Ever Fall In Love (feat. Jason Derulo),Pentatonix,spotify:track:3vaWsG3oKZt0bSra2p5c5R,0.661,0.554,-7.946,0.0374,0.00726,0.0,0.364,0.474,98.017,1
